Name,Date,Frequency,Flux Density,Uncertainty,Upper Limit,Source Paper,Instrument,"EMERLIN, VLBA, EVN make note",Explosion Date,Date Source,Distance (Mpc),Distance Uncertainty,Distance Source
2011dh,55758.1,3.5,6188,80,,"EXPANDED VERY LARGE ARRAY OBSERVATIONS OF THE RADIO EVOLUTION OF SN 2011dh (2012), Krauss",EVLA-A ,,,,,,
2011dh,55758.1,25,1819,80,,"EXPANDED VERY LARGE ARRAY OBSERVATIONS OF THE RADIO EVOLUTION OF SN 2011dh (2012), Krauss",EVLA-A ,,,,,,
2011dh,55758.1,2.5,4092,83,,"EXPANDED VERY LARGE ARRAY OBSERVATIONS OF THE RADIO EVOLUTION OF SN 2011dh (2012), Krauss",EVLA-A ,,,,,,
2011dh,55758.1,4.9,7836,86,,"EXPANDED VERY LARGE ARRAY OBSERVATIONS OF THE RADIO EVOLUTION OF SN 2011dh (2012), Krauss",EVLA-A ,,,,,,
2011dh,55758.1,20.5,2493,97,,"EXPANDED VERY LARGE ARRAY OBSERVATIONS OF THE RADIO EVOLUTION OF SN 2011dh (2012), Krauss",EVLA-A ,,,,,,
2011dh,55771,36,690,1,*upper limit,"EXPANDED VERY LARGE ARRAY OBSERVATIONS OF THE RADIO EVOLUTION OF SN 2011dh (2012), Krauss",EVLA-A ,,,,,,
2011dh,55771,8.4,5097,57,,"EXPANDED VERY LARGE ARRAY OBSERVATIONS OF THE RADIO EVOLUTION OF SN 2011dh (2012), Krauss",EVLA-A ,,,,,,
2011dh,55771,1.8,3310,110,,"EXPANDED VERY LARGE ARRAY OBSERVATIONS OF THE RADIO EVOLUTION OF SN 2011dh (2012), Krauss",EVLA-A ,,,,,,
2011dh,55771,6.7,6110,110,,"EXPANDED VERY LARGE ARRAY OBSERVATIONS OF THE RADIO EVOLUTION OF SN 2011dh (2012), Krauss",EVLA-A ,,,,,,
2011dh,55771,1.4,2470,120,,"EXPANDED VERY LARGE ARRAY OBSERVATIONS OF THE RADIO EVOLUTION OF SN 2011dh (2012), Krauss",EVLA-A ,,,,,,
2011dh,55771,4.9,7470,120,,"EXPANDED VERY LARGE ARRAY OBSERVATIONS OF THE RADIO EVOLUTION OF SN 2011dh (2012), Krauss",EVLA-A ,,,,,,
2011dh,55771,3.5,7330,140,,"EXPANDED VERY LARGE ARRAY OBSERVATIONS OF THE RADIO EVOLUTION OF SN 2011dh (2012), Krauss",EVLA-A ,,,,,,
2011dh,55771,13.5,2830,140,,"EXPANDED VERY LARGE ARRAY OBSERVATIONS OF THE RADIO EVOLUTION OF SN 2011dh (2012), Krauss",EVLA-A ,,,,,,
2011dh,55771,16,2320,140,,"EXPANDED VERY LARGE ARRAY OBSERVATIONS OF THE RADIO EVOLUTION OF SN 2011dh (2012), Krauss",EVLA-A ,,,,,,
2011dh,55771,2.5,5840,150,,"EXPANDED VERY LARGE ARRAY OBSERVATIONS OF THE RADIO EVOLUTION OF SN 2011dh (2012), Krauss",EVLA-A ,,,,,,
2011dh,55771,20.5,2350,150,,"EXPANDED VERY LARGE ARRAY OBSERVATIONS OF THE RADIO EVOLUTION OF SN 2011dh (2012), Krauss",EVLA-A ,,,,,,
2011dh,55771,29,1320,150,,"EXPANDED VERY LARGE ARRAY OBSERVATIONS OF THE RADIO EVOLUTION OF SN 2011dh (2012), Krauss",EVLA-A ,,,,,,
2011dh,55771,25,1530,160,,"EXPANDED VERY LARGE ARRAY OBSERVATIONS OF THE RADIO EVOLUTION OF SN 2011dh (2012), Krauss",EVLA-A ,,,,,,
2011ei,55776.2,5,93,25,,"MULTI-WAVELENGTH OBSERVATIONS OF SUPERNOVA 2011ei: TIME-DEPENDENT CLASSIFICATION OF TYPE IIb AND Ib SUPERNOVAE AND IMPLICATIONS FOR THEIR PROGENITORS (2013), Milisavljevic",VLA-A,,2011 August 3.2,"MULTI-WAVELENGTH OBSERVATIONS OF SUPERNOVA 2011ei: TIME-DEPENDENT CLASSIFICATION OF TYPE IIb AND Ib SUPERNOVAE AND IMPLICATIONS FOR THEIR PROGENITORS (2013), Milisavljevic",Mean,,NED
2011ei,55776.2,25,130,14,,"MULTI-WAVELENGTH OBSERVATIONS OF SUPERNOVA 2011ei: TIME-DEPENDENT CLASSIFICATION OF TYPE IIb AND Ib SUPERNOVAE AND IMPLICATIONS FOR THEIR PROGENITORS (2013), Milisavljevic",VLA-A,,,,28.547,,NED
2011ei,55778.2,5,143,30,,"MULTI-WAVELENGTH OBSERVATIONS OF SUPERNOVA 2011ei: TIME-DEPENDENT CLASSIFICATION OF TYPE IIb AND Ib SUPERNOVAE AND IMPLICATIONS FOR THEIR PROGENITORS (2013), Milisavljevic",VLA-A,,55776.2,,Std. Dev,,NED
2011ei,55780.2,8.5,589,38,,"MULTI-WAVELENGTH OBSERVATIONS OF SUPERNOVA 2011ei: TIME-DEPENDENT CLASSIFICATION OF TYPE IIb AND Ib SUPERNOVAE AND IMPLICATIONS FOR THEIR PROGENITORS (2013), Milisavljevic",VLA-A,,,,22.1,,NED
2011ei,55780.2,5,226,38,,"MULTI-WAVELENGTH OBSERVATIONS OF SUPERNOVA 2011ei: TIME-DEPENDENT CLASSIFICATION OF TYPE IIb AND Ib SUPERNOVAE AND IMPLICATIONS FOR THEIR PROGENITORS (2013), Milisavljevic",VLA-A,,,,Min.,,NED
2011ei,55780.2,3.1,370,45,,"MULTI-WAVELENGTH OBSERVATIONS OF SUPERNOVA 2011ei: TIME-DEPENDENT CLASSIFICATION OF TYPE IIb AND Ib SUPERNOVAE AND IMPLICATIONS FOR THEIR PROGENITORS (2013), Milisavljevic",VLA-A,,,,4.819,,NED
2004C,55781.65,4.9,546,60,,Raf’s Unpublished data,VLA-A,,,,,,
2011ei,55785.2,5,289,33,,"MULTI-WAVELENGTH OBSERVATIONS OF SUPERNOVA 2011ei: TIME-DEPENDENT CLASSIFICATION OF TYPE IIb AND Ib SUPERNOVAE AND IMPLICATIONS FOR THEIR PROGENITORS (2013), Milisavljevic",VLA-A,,,,39.4,,NED
2011ei,55785.2,8.5,589,38,,"MULTI-WAVELENGTH OBSERVATIONS OF SUPERNOVA 2011ei: TIME-DEPENDENT CLASSIFICATION OF TYPE IIb AND Ib SUPERNOVAE AND IMPLICATIONS FOR THEIR PROGENITORS (2013), Milisavljevic",VLA-A,,,,Median,,NED
2011ei,55785.2,3.1,143,45,,"MULTI-WAVELENGTH OBSERVATIONS OF SUPERNOVA 2011ei: TIME-DEPENDENT CLASSIFICATION OF TYPE IIb AND Ib SUPERNOVAE AND IMPLICATIONS FOR THEIR PROGENITORS (2013), Milisavljevic",VLA-A,,,,Max.,,NED
2011ei,55790.3,5,564,33,,"MULTI-WAVELENGTH OBSERVATIONS OF SUPERNOVA 2011ei: TIME-DEPENDENT CLASSIFICATION OF TYPE IIb AND Ib SUPERNOVAE AND IMPLICATIONS FOR THEIR PROGENITORS (2013), Milisavljevic",VLA-A,,,,,,
2011ei,55790.3,8.5,743,38,,"MULTI-WAVELENGTH OBSERVATIONS OF SUPERNOVA 2011ei: TIME-DEPENDENT CLASSIFICATION OF TYPE IIb AND Ib SUPERNOVAE AND IMPLICATIONS FOR THEIR PROGENITORS (2013), Milisavljevic",VLA-A,,,,41.51,,SNE
2011ei,55790.3,3.1,289,68,,"MULTI-WAVELENGTH OBSERVATIONS OF SUPERNOVA 2011ei: TIME-DEPENDENT CLASSIFICATION OF TYPE IIb AND Ib SUPERNOVAE AND IMPLICATIONS FOR THEIR PROGENITORS (2013), Milisavljevic",VLA-A,,,,28.35,,NED
2011ei,55798.2,3.1,353,52,,"MULTI-WAVELENGTH OBSERVATIONS OF SUPERNOVA 2011ei: TIME-DEPENDENT CLASSIFICATION OF TYPE IIb AND Ib SUPERNOVAE AND IMPLICATIONS FOR THEIR PROGENITORS (2013), Milisavljevic",VLA-A,,,,,,
2011ei,55798.2,5,511,74,,"MULTI-WAVELENGTH OBSERVATIONS OF SUPERNOVA 2011ei: TIME-DEPENDENT CLASSIFICATION OF TYPE IIb AND Ib SUPERNOVAE AND IMPLICATIONS FOR THEIR PROGENITORS (2013), Milisavljevic",VLA-A,,,,,,
2011dh,55805.7,36,420,1,*upper limit,"EXPANDED VERY LARGE ARRAY OBSERVATIONS OF THE RADIO EVOLUTION OF SN 2011dh (2012), Krauss",EVLA-A ,,,,,,
2011dh,55805.7,20.5,1280,15,,"EXPANDED VERY LARGE ARRAY OBSERVATIONS OF THE RADIO EVOLUTION OF SN 2011dh (2012), Krauss",EVLA-A ,,,,,,
2011dh,55805.7,8.4,2891,43,,"EXPANDED VERY LARGE ARRAY OBSERVATIONS OF THE RADIO EVOLUTION OF SN 2011dh (2012), Krauss",EVLA-A ,,,,,,
2011dh,55805.7,6.7,3941,61,,"EXPANDED VERY LARGE ARRAY OBSERVATIONS OF THE RADIO EVOLUTION OF SN 2011dh (2012), Krauss",EVLA-A ,,,,,,
2011dh,55805.7,13.5,1627,64,,"EXPANDED VERY LARGE ARRAY OBSERVATIONS OF THE RADIO EVOLUTION OF SN 2011dh (2012), Krauss",EVLA-A ,,,,,,
2011dh,55805.7,16,1321,72,,"EXPANDED VERY LARGE ARRAY OBSERVATIONS OF THE RADIO EVOLUTION OF SN 2011dh (2012), Krauss",EVLA-A ,,,,,,
2011dh,55805.7,4.9,4884,73,,"EXPANDED VERY LARGE ARRAY OBSERVATIONS OF THE RADIO EVOLUTION OF SN 2011dh (2012), Krauss",EVLA-A ,,,,,,
2011dh,55805.7,25,710,100,,"EXPANDED VERY LARGE ARRAY OBSERVATIONS OF THE RADIO EVOLUTION OF SN 2011dh (2012), Krauss",EVLA-A ,,,,,,
2011dh,55805.7,1.4,3450,110,,"EXPANDED VERY LARGE ARRAY OBSERVATIONS OF THE RADIO EVOLUTION OF SN 2011dh (2012), Krauss",EVLA-A ,,,,,,
2011dh,55805.7,29,600,110,,"EXPANDED VERY LARGE ARRAY OBSERVATIONS OF THE RADIO EVOLUTION OF SN 2011dh (2012), Krauss",EVLA-A ,,,,,,
2011dh,55805.7,1.8,5000,120,,"EXPANDED VERY LARGE ARRAY OBSERVATIONS OF THE RADIO EVOLUTION OF SN 2011dh (2012), Krauss",EVLA-A ,,,,,,
2011dh,55805.7,3.5,6980,130,,"EXPANDED VERY LARGE ARRAY OBSERVATIONS OF THE RADIO EVOLUTION OF SN 2011dh (2012), Krauss",EVLA-A ,,,,,,
2011dh,55805.7,2.5,7020,170,,"EXPANDED VERY LARGE ARRAY OBSERVATIONS OF THE RADIO EVOLUTION OF SN 2011dh (2012), Krauss",EVLA-A ,,,,,,
2011dh,55806,0.607,360,80,,Low frequency radio observations of SN 2011dh and the evolution of its post-shock plasma properties Naveen Yadav,GMRT,,,,,,
2011ei,55812.1,8.5,182,47,,"MULTI-WAVELENGTH OBSERVATIONS OF SUPERNOVA 2011ei: TIME-DEPENDENT CLASSIFICATION OF TYPE IIb AND Ib SUPERNOVAE AND IMPLICATIONS FOR THEIR PROGENITORS (2013), Milisavljevic",VLA-A,,,,,,
2011ei,55812.1,5,279,50,,"MULTI-WAVELENGTH OBSERVATIONS OF SUPERNOVA 2011ei: TIME-DEPENDENT CLASSIFICATION OF TYPE IIb AND Ib SUPERNOVAE AND IMPLICATIONS FOR THEIR PROGENITORS (2013), Milisavljevic",VLA-A,,,,,,
2011ei,55812.1,3.1,497,65,,"MULTI-WAVELENGTH OBSERVATIONS OF SUPERNOVA 2011ei: TIME-DEPENDENT CLASSIFICATION OF TYPE IIb AND Ib SUPERNOVAE AND IMPLICATIONS FOR THEIR PROGENITORS (2013), Milisavljevic",VLA-A,,,,,,
2011ei,55845,6.8,332,19,,"MULTI-WAVELENGTH OBSERVATIONS OF SUPERNOVA 2011ei: TIME-DEPENDENT CLASSIFICATION OF TYPE IIb AND Ib SUPERNOVAE AND IMPLICATIONS FOR THEIR PROGENITORS (2013), Milisavljevic",VLA-D,,,,,,
2011ei,55845,5,411,22,,"MULTI-WAVELENGTH OBSERVATIONS OF SUPERNOVA 2011ei: TIME-DEPENDENT CLASSIFICATION OF TYPE IIb AND Ib SUPERNOVAE AND IMPLICATIONS FOR THEIR PROGENITORS (2013), Milisavljevic",VLA-A,,,,,,
2011ei,55845,8.4,290,26,,"MULTI-WAVELENGTH OBSERVATIONS OF SUPERNOVA 2011ei: TIME-DEPENDENT CLASSIFICATION OF TYPE IIb AND Ib SUPERNOVAE AND IMPLICATIONS FOR THEIR PROGENITORS (2013), Milisavljevic",VLA-D,,,,,,
2011dh,55854,0.607,1270,90,,Low frequency radio observations of SN 2011dh and the evolution of its post-shock plasma properties Naveen Yadav,GMRT,,,,,,
2011dh,55861,1.276,4710,40,,Low frequency radio observations of SN 2011dh and the evolution of its post-shock plasma properties Naveen Yadav,GMRT,,,,,,
2011dh,55865,0.323,600,200,*upper limit,Low frequency radio observations of SN 2011dh and the evolution of its post-shock plasma properties Naveen Yadav,GMRT,,,,,,
2011hs,55882,9,150,1,*upper limit,"SN 2011hs: a Fast and Faint Type IIb Supernova from a Supergiant Progenitor (2018), Bufano",ATCA,,,,21.26,,NED
2011hs,55882,5.5,150,1,*upper limit,"SN 2011hs: a Fast and Faint Type IIb Supernova from a Supergiant Progenitor (2018), Bufano",ATCA,,,,Mean,,NED
2011hs,55889,5.5,170,50,,"SN 2011hs: a Fast and Faint Type IIb Supernova from a Supergiant Progenitor (2018), Bufano",ATCA,,,,Std. Dev,,NED
2011hs,55889,9,650,130,,"SN 2011hs: a Fast and Faint Type IIb Supernova from a Supergiant Progenitor (2018), Bufano",ATCA,,2455872 ± 4 JD,"SN 2011hs: a Fast and Faint Type IIb Supernova from a Supergiant Progenitor (2018), Bufano",6.856,,NED
2011ei,55898.9,6.8,168,19,,"MULTI-WAVELENGTH OBSERVATIONS OF SUPERNOVA 2011ei: TIME-DEPENDENT CLASSIFICATION OF TYPE IIb AND Ib SUPERNOVAE AND IMPLICATIONS FOR THEIR PROGENITORS (2013), Milisavljevic",VLA-D,,,,,,
2011ei,55898.9,8.4,219,19,,"MULTI-WAVELENGTH OBSERVATIONS OF SUPERNOVA 2011ei: TIME-DEPENDENT CLASSIFICATION OF TYPE IIb AND Ib SUPERNOVAE AND IMPLICATIONS FOR THEIR PROGENITORS (2013), Milisavljevic",VLA-D,,,,,,
2011ei,55898.9,5,256,30,,"MULTI-WAVELENGTH OBSERVATIONS OF SUPERNOVA 2011ei: TIME-DEPENDENT CLASSIFICATION OF TYPE IIb AND Ib SUPERNOVAE AND IMPLICATIONS FOR THEIR PROGENITORS (2013), Milisavljevic",VLA-D,,,,,,
2011hs,55899,5.5,570,50,,"SN 2011hs: a Fast and Faint Type IIb Supernova from a Supergiant Progenitor (2018), Bufano",ATCA,,,,Min.,,NED
2011hs,55899,9,1600,100,,"SN 2011hs: a Fast and Faint Type IIb Supernova from a Supergiant Progenitor (2018), Bufano",ATCA,,,,11.6,,NED
2011hs,55899,18,1440,150,,"SN 2011hs: a Fast and Faint Type IIb Supernova from a Supergiant Progenitor (2018), Bufano",ATCA,,,,Max.,,NED
2011hs,55909,5.5,1690,100,,"SN 2011hs: a Fast and Faint Type IIb Supernova from a Supergiant Progenitor (2018), Bufano",ATCA,,,,30.6,,NED
2011hs,55909,9,1980,120,,"SN 2011hs: a Fast and Faint Type IIb Supernova from a Supergiant Progenitor (2018), Bufano",ATCA,,,,Median,,NED
2011hs,55909,18,1320,130,,"SN 2011hs: a Fast and Faint Type IIb Supernova from a Supergiant Progenitor (2018), Bufano",ATCA,,,,21.1,,NED
2011hs,55918,5.5,1780,100,,"SN 2011hs: a Fast and Faint Type IIb Supernova from a Supergiant Progenitor (2018), Bufano",ATCA,,,,,,
2011hs,55918,9,1920,110,,"SN 2011hs: a Fast and Faint Type IIb Supernova from a Supergiant Progenitor (2018), Bufano",ATCA,,,,25.3,,SNE
2011hs,55918,18,1040,110,,"SN 2011hs: a Fast and Faint Type IIb Supernova from a Supergiant Progenitor (2018), Bufano",ATCA,,,,,,
2011hs,55929,18,280,40,,"SN 2011hs: a Fast and Faint Type IIb Supernova from a Supergiant Progenitor (2018), Bufano",ATCA,,,,,,
2011hs,55929,9,1540,90,,"SN 2011hs: a Fast and Faint Type IIb Supernova from a Supergiant Progenitor (2018), Bufano",ATCA,,,,,,
2011hs,55929,5.5,1880,100,,"SN 2011hs: a Fast and Faint Type IIb Supernova from a Supergiant Progenitor (2018), Bufano",ATCA,,,,,,
2011hs,55937,18,190,40,,"SN 2011hs: a Fast and Faint Type IIb Supernova from a Supergiant Progenitor (2018), Bufano",ATCA,,,,,,
2011hs,55937,9,1260,80,,"SN 2011hs: a Fast and Faint Type IIb Supernova from a Supergiant Progenitor (2018), Bufano",ATCA,,,,,,
2011hs,55937,5.5,1710,100,,"SN 2011hs: a Fast and Faint Type IIb Supernova from a Supergiant Progenitor (2018), Bufano",ATCA,,,,,,
2011dh,55941,0.323,1170,190,,Low frequency radio observations of SN 2011dh and the evolution of its post-shock plasma properties Naveen Yadav,GMRT,,,,,,
2011dh,55942,1.277,5900,30,,Low frequency radio observations of SN 2011dh and the evolution of its post-shock plasma properties Naveen Yadav,GMRT,,,,,,
2011dh,55942,0.599,3120,80,,Low frequency radio observations of SN 2011dh and the evolution of its post-shock plasma properties Naveen Yadav,GMRT,,,,,,
2011ei,55955.8,6.8,197,18,,"MULTI-WAVELENGTH OBSERVATIONS OF SUPERNOVA 2011ei: TIME-DEPENDENT CLASSIFICATION OF TYPE IIb AND Ib SUPERNOVAE AND IMPLICATIONS FOR THEIR PROGENITORS (2013), Milisavljevic",VLA-C,,,,,,
2011ei,55955.8,8.4,124,20,,"MULTI-WAVELENGTH OBSERVATIONS OF SUPERNOVA 2011ei: TIME-DEPENDENT CLASSIFICATION OF TYPE IIb AND Ib SUPERNOVAE AND IMPLICATIONS FOR THEIR PROGENITORS (2013), Milisavljevic",VLA-C,,,,,,
2011ei,55955.8,5,272,26,,"MULTI-WAVELENGTH OBSERVATIONS OF SUPERNOVA 2011ei: TIME-DEPENDENT CLASSIFICATION OF TYPE IIb AND Ib SUPERNOVAE AND IMPLICATIONS FOR THEIR PROGENITORS (2013), Milisavljevic",VLA-C,,,,,,
2011hs,55958,9,1180,70,,"SN 2011hs: a Fast and Faint Type IIb Supernova from a Supergiant Progenitor (2018), Bufano",ATCA,,,,,,
2011hs,55958,5.5,1720,90,,"SN 2011hs: a Fast and Faint Type IIb Supernova from a Supergiant Progenitor (2018), Bufano",ATCA,,,,,,
2011hs,55958,2,1050,110,,"SN 2011hs: a Fast and Faint Type IIb Supernova from a Supergiant Progenitor (2018), Bufano",ATCA,,,,,,
2011hs,55958,2.7,1540,160,,"SN 2011hs: a Fast and Faint Type IIb Supernova from a Supergiant Progenitor (2018), Bufano",ATCA,,,,,,
2011hs,55989,9,510,60,,"SN 2011hs: a Fast and Faint Type IIb Supernova from a Supergiant Progenitor (2018), Bufano",ATCA,,,,,,
2011hs,55989,5.5,1230,80,,"SN 2011hs: a Fast and Faint Type IIb Supernova from a Supergiant Progenitor (2018), Bufano",ATCA,,,,,,
2011hs,55989,2.7,1110,120,,"SN 2011hs: a Fast and Faint Type IIb Supernova from a Supergiant Progenitor (2018), Bufano",ATCA,,,,,,
2011hs,55989,2,1330,200,,"SN 2011hs: a Fast and Faint Type IIb Supernova from a Supergiant Progenitor (2018), Bufano",ATCA,,,,,,
2011ei,55995.6,6.8,116,15,,"MULTI-WAVELENGTH OBSERVATIONS OF SUPERNOVA 2011ei: TIME-DEPENDENT CLASSIFICATION OF TYPE IIb AND Ib SUPERNOVAE AND IMPLICATIONS FOR THEIR PROGENITORS (2013), Milisavljevic",VLA-C,,,,,,
2011ei,55995.6,8.4,130,16,,"MULTI-WAVELENGTH OBSERVATIONS OF SUPERNOVA 2011ei: TIME-DEPENDENT CLASSIFICATION OF TYPE IIb AND Ib SUPERNOVAE AND IMPLICATIONS FOR THEIR PROGENITORS (2013), Milisavljevic",VLA-C,,,,,,
2011ei,55995.6,5,199,20,,"MULTI-WAVELENGTH OBSERVATIONS OF SUPERNOVA 2011ei: TIME-DEPENDENT CLASSIFICATION OF TYPE IIb AND Ib SUPERNOVAE AND IMPLICATIONS FOR THEIR PROGENITORS (2013), Milisavljevic",VLA-C,,,,,,
2011ei,55995.6,3.5,330,30,,"MULTI-WAVELENGTH OBSERVATIONS OF SUPERNOVA 2011ei: TIME-DEPENDENT CLASSIFICATION OF TYPE IIb AND Ib SUPERNOVAE AND IMPLICATIONS FOR THEIR PROGENITORS (2013), Milisavljevic",VLA-C,,,,,,
2011ei,55995.6,2.5,268,41,,"MULTI-WAVELENGTH OBSERVATIONS OF SUPERNOVA 2011ei: TIME-DEPENDENT CLASSIFICATION OF TYPE IIb AND Ib SUPERNOVAE AND IMPLICATIONS FOR THEIR PROGENITORS (2013), Milisavljevic",VLA-C,,,,,,
2011hs,56051,9,200,30,,"SN 2011hs: a Fast and Faint Type IIb Supernova from a Supergiant Progenitor (2018), Bufano",ATCA,,,,,,
2011hs,56051,5.5,1110,80,,"SN 2011hs: a Fast and Faint Type IIb Supernova from a Supergiant Progenitor (2018), Bufano",ATCA,,,,,,
2011hs,56051,2,1600,170,,"SN 2011hs: a Fast and Faint Type IIb Supernova from a Supergiant Progenitor (2018), Bufano",ATCA,,,,,,
2011hs,56051,2.7,1620,170,,"SN 2011hs: a Fast and Faint Type IIb Supernova from a Supergiant Progenitor (2018), Bufano",ATCA,,,,,,
2011dh,56055,1.386,4860,50,,Low frequency radio observations of SN 2011dh and the evolution of its post-shock plasma properties Naveen Yadav,GMRT,,,,,,
2010P,56074,8.5,122,19,,"The nature of supernovae 2010O and 2010P in Arp 299 – II. Radio emission (2014), Romero-Canizales",EVN,wee woo,,,,,
2010P,56082,5,288,22,,"The nature of supernovae 2010O and 2010P in Arp 299 – II. Radio emission (2014), Romero-Canizales",EVN,wee woo,,,,,
2010P,56092,1.7,466,28,,"The nature of supernovae 2010O and 2010P in Arp 299 – II. Radio emission (2014), Romero-Canizales",EVN,wee woo,,,,,
2011dh,56127,0.323,3610,250,,Low frequency radio observations of SN 2011dh and the evolution of its post-shock plasma properties Naveen Yadav,GMRT,,,,,,
2011dh,56128,0.607,4240,70,,Low frequency radio observations of SN 2011dh and the evolution of its post-shock plasma properties Naveen Yadav,GMRT,,,,,,
2011dh,56133,1.387,3600,50,,Low frequency radio observations of SN 2011dh and the evolution of its post-shock plasma properties Naveen Yadav,GMRT,,,,,,
2010P,56220,8.5,136,59,,"The nature of supernovae 2010O and 2010P in Arp 299 – II. Radio emission (2014), Romero-Canizales",VLA-A,,,,,,
2010P,56231,5,284,19,,"The nature of supernovae 2010O and 2010P in Arp 299 – II. Radio emission (2014), Romero-Canizales",EVN,wee woo,,,,,
2010P,56236,8.5,147,55,,"The nature of supernovae 2010O and 2010P in Arp 299 – II. Radio emission (2014), Romero-Canizales",VLA-A,,,,,,
2010P,56252,8.5,71,4,,"The nature of supernovae 2010O and 2010P in Arp 299 – II. Radio emission (2014), Romero-Canizales",VLA-A,,,,,,
2010P,56287,8.5,127,52,,"The nature of supernovae 2010O and 2010P in Arp 299 – II. Radio emission (2014), Romero-Canizales",VLA-A,,,,,,
2013df,56457,7.1,50,1,*upper limit,"Progenitors of Type IIb Supernovae in the Light of Radio and X-Rays from SN 2013df (2016), Kamble",VLA-C,,,,18.106,,NED
2013df,56457,4.8,60,1,*upper limit,"Progenitors of Type IIb Supernovae in the Light of Radio and X-Rays from SN 2013df (2016), Kamble",VLA-C,,,,Mean,,NED
2013df,56469.1,7.1,70,1,*upper limit,"Progenitors of Type IIb Supernovae in the Light of Radio and X-Rays from SN 2013df (2016), Kamble",VLA-C,,"JD 2,456,447.8 ± 0.5 or June 4.3.","Progenitors of Type IIb Supernovae in the Light of Radio and X-Rays from SN 2013df (2016), Kamble",3.018,,NED
2013df,56469.1,4.8,80,1,*upper limit,"Progenitors of Type IIb Supernovae in the Light of Radio and X-Rays from SN 2013df (2016), Kamble",VLA-C,,,,Std. Dev,,NED
2013df,56478.9,11,730,30,,"Progenitors of Type IIb Supernovae in the Light of Radio and X-Rays from SN 2013df (2016), Kamble",VLA-C,,,,4.89,,NED
2013df,56478.9,16,620,30,,"Progenitors of Type IIb Supernovae in the Light of Radio and X-Rays from SN 2013df (2016), Kamble",VLA-C,,,,24.6,,NED
2013df,56478.9,13.5,650,40,,"Progenitors of Type IIb Supernovae in the Light of Radio and X-Rays from SN 2013df (2016), Kamble",VLA-C,,,,Max.,,NED
2013df,56478.9,8.6,650,50,,"Progenitors of Type IIb Supernovae in the Light of Radio and X-Rays from SN 2013df (2016), Kamble",VLA-C,,,,Min.,,NED
2013df,56494.1,16,1930,30,,"Progenitors of Type IIb Supernovae in the Light of Radio and X-Rays from SN 2013df (2016), Kamble",VLA-C,,,,18.05,,NED
2013df,56494.1,13.5,2110,30,,"Progenitors of Type IIb Supernovae in the Light of Radio and X-Rays from SN 2013df (2016), Kamble",VLA-C,,,,Median,,NED
2013df,56494.1,19.2,1930,30,,"Progenitors of Type IIb Supernovae in the Light of Radio and X-Rays from SN 2013df (2016), Kamble",VLA-C,,,,,,
2013df,56494.1,24.5,1410,40,,"Progenitors of Type IIb Supernovae in the Light of Radio and X-Rays from SN 2013df (2016), Kamble",VLA-C,,,,10.588,,SNE
2013df,56494.1,30,940,40,,"Progenitors of Type IIb Supernovae in the Light of Radio and X-Rays from SN 2013df (2016), Kamble",VLA-C,,,,16.6 Mpc,0.4,"Progenitors of Type IIb Supernovae in the Light of Radio and X-Rays from SN 2013df (2016), Kamble"
2013df,56494.1,43.7,350,90,,"Progenitors of Type IIb Supernovae in the Light of Radio and X-Rays from SN 2013df (2016), Kamble",VLA-C,,,,,,
2013df,56515.1,5,1550,40,,"Progenitors of Type IIb Supernovae in the Light of Radio and X-Rays from SN 2013df (2016), Kamble",VLA-C,,,,,,
2013df,56515.1,7.1,2640,40,,"Progenitors of Type IIb Supernovae in the Light of Radio and X-Rays from SN 2013df (2016), Kamble",VLA-C,,,,,,
2013df,56515.1,13.5,2360,40,,"Progenitors of Type IIb Supernovae in the Light of Radio and X-Rays from SN 2013df (2016), Kamble",VLA-C,,,,,,
2013df,56515.1,16,2150,40,,"Progenitors of Type IIb Supernovae in the Light of Radio and X-Rays from SN 2013df (2016), Kamble",VLA-C,,,,,,
2013df,56684.4,5,2300,20,,"Progenitors of Type IIb Supernovae in the Light of Radio and X-Rays from SN 2013df (2016), Kamble",VLA-BnA,,,,,,
2013df,56684.4,7.1,1750,20,,"Progenitors of Type IIb Supernovae in the Light of Radio and X-Rays from SN 2013df (2016), Kamble",VLA-BnA,,,,,,
2013df,56684.4,13.5,910,20,,"Progenitors of Type IIb Supernovae in the Light of Radio and X-Rays from SN 2013df (2016), Kamble",VLA-BnA,,,,,,
2013df,56684.4,16,770,20,,"Progenitors of Type IIb Supernovae in the Light of Radio and X-Rays from SN 2013df (2016), Kamble",VLA-BnA,,,,,,
2013df,56684.4,33.5,280,40,,"Progenitors of Type IIb Supernovae in the Light of Radio and X-Rays from SN 2013df (2016), Kamble",VLA-BnA,,,,,,
2013df,56684.4,1.5,1530,100,,"Progenitors of Type IIb Supernovae in the Light of Radio and X-Rays from SN 2013df (2016), Kamble",VLA-BnA,,,,,,
2011dh,56962,0.608,4530,90,,Low frequency radio observations of SN 2011dh and the evolution of its post-shock plasma properties Naveen Yadav,GMRT,,,,,,
iPTF15eqv,57380.57,4.9,318,1,*upper limit,"iPTF15eqv: Multiwavelength Expose of a Peculiar Calcium-rich Transient, Milisavljevic et al",VLA-D,,2015 september 12,"iPTF15eqv: Multiwavelength Expose of a Peculiar Calcium-rich Transient, Milisavljevic et al",Mean,,NED
