,Composition,Synth. Probability,Half Heusler (F-43m),Experimental Structure,Electron Count,Label,random
842,UNiGa,0,0.196429753,MoNiP (P-62m),16,Common non-HH Prototype,0.73
257,YbRhGa,0,0.246872817,MgSrSi (Pnma),28,Common non-HH Prototype,-0.09
552,SrAlGa,0,0.18095684,[AlB2],14,Other non-HH Prototype,-0.61
1128,ErCoB,0,0.625061838,phase_separating,26,Phase Separating,-0.48
1701,MgCuBi,0,0.002426498,Half Heusler (F-43m),24,Half Heusler,0.81
1731,HfRuSb,0,0.056803575,Half Heusler (F-43m),17,Half Heusler,-0.98
1857,LiIrB,0,0.263393164,[LiIrB],15,Other non-HH Prototype,0.9
83,YbPtIn,0,0.113557271,MoNiP (P-62m),29,Common non-HH Prototype,0.05
1908,TaReB,0,0.697375569,phase_separating,15,Phase Separating,-0.94
754,LuAuSi,0,0.114303103,[ScAuSi],18,Other non-HH Prototype,-1
349,HoCdIn,0,0.130260858,[CaIn2],28,Other non-HH Prototype,-0.15
1893,GdCuIn,0,0.105405841,MoNiP (P-62m),17,Common non-HH Prototype,0.43
186,TbRuSi,0,0.587917928,MgSrSi (Pnma),23,Common non-HH Prototype,-0.22
667,ThRhSn,0,0.147687698,MoNiP (P-62m),17,Common non-HH Prototype,0.99
906,MgCoNi,0,0.495689876,[MgZn2],27,Other non-HH Prototype,-0.76
159,YbAuIn,0,0.106753488,MoNiP (P-62m),30,Common non-HH Prototype,-0.06
1545,CaMgSi,0,0.091113087,MgSrSi (Pnma),20,Common non-HH Prototype,0.07
559,SmRhSb,0,0.101766968,MgSrSi (Pnma),22,Common non-HH Prototype,0.71
530,ScPtGa,0,0.184792661,MgSrSi (Pnma),16,Common non-HH Prototype,-0.05
504,AgAlSi,0,0.169295117,phase_separating,18,Phase Separating,0
992,TmNiGa,0,0.223230444,MgSrSi (Pnma),28,Common non-HH Prototype,-0.2
99,SrZnPb,0,0.069835972,AsHgK (P63/mmc),24,Common non-HH Prototype,-0.88
1921,ScNiGe,0,0.164149157,MgSrSi (Pnma),17,Common non-HH Prototype,0.97
440,LuRuGe,0,0.389414111,MgSrSi (Pnma),15,Common non-HH Prototype,-0.48
1661,ZrNiSn,0,0,Half Heusler (F-43m),18,Half Heusler,-0.43
397,TmLiSn,0,0.215025117,[LiYSn],22,Other non-HH Prototype,-0.87
611,MgAlSb,0,0.315646458,phase_separating,16,Phase Separating,0.82
116,TiCuGa,0,0.110926432,[None],18,Other non-HH Prototype,-0.68
160,CaAgSn,0,0.114062862,[LiCaSn],23,Other non-HH Prototype,0.57
1019,LuPdGa,0,0.210557358,MgSrSi (Pnma),22,Common non-HH Prototype,0.83
1435,CaMgNi,0,0.180388953,phase_separating,26,Phase Separating,-0.07
1839,LaTiGe,0,0.432895898,[UP2#UAs2],11,Other non-HH Prototype,-0.37
902,NbRuB,0,0.545637674,[NbRuB],16,Other non-HH Prototype,-0.36
1132,SmPtGa,0,0.246580766,MgSrSi (Pnma),21,Common non-HH Prototype,-0.97
176,SmCoGe,0,0.347296335,MgSrSi (Pnma),21,Common non-HH Prototype,0.86
1396,LaAuCd,0,0.12507265,MoNiP (P-62m),26,Common non-HH Prototype,0.95
1491,MgPdSb,0,0,Half Heusler (F-43m),29,Half Heusler,-0.97
1611,SmPtSb,0,0,Half Heusler (F-43m),23,Half Heusler,0.72
1734,EuPdSb,0,0.142949727,MgSrSi (Pnma),30,Common non-HH Prototype,-1
320,TmAgPb,0,0.022473305,MoNiP (P-62m),30,Common non-HH Prototype,-0.46
1819,AuSiSn,0,0.287041501,phase_separating,19,Phase Separating,0.02
558,SrMgPb,0,0.127835795,MgSrSi (Pnma),20,Common non-HH Prototype,0.9
6,NbCuAl,0,0.388131588,[MgZn2],19,Other non-HH Prototype,-0.95
1875,NdAuGe,0,0.126576973,LiGaGe (P63mc),21,Common non-HH Prototype,-0.72
1707,PrAuIn,0,0.100991333,MoNiP (P-62m),19,Common non-HH Prototype,-0.64
738,TbCuIn,0,0.108662586,MoNiP (P-62m),25,Common non-HH Prototype,-0.88
29,YNiB,0,0.598066009,phase_separating,16,Phase Separating,-0.97
1147,TiRhGa,0,0.26115801,Half Heusler (F-43m),16,Half Heusler,-0.59
1523,TaFeAs,0,0,MgSrSi (Pnma),18,Common non-HH Prototype,0.88
681,TiCuGe,0,0.220662938,MgSrSi (Pnma),19,Common non-HH Prototype,0.84
641,TmNiSn,0,0.057381929,MgSrSi (Pnma),29,Common non-HH Prototype,-0.5
655,GaSbTe,0,0.462915556,phase_separating,14,Phase Separating,-0.54
1327,HfCuAl,0,0.138998336,[MgZn2],18,Other non-HH Prototype,-0.75
1497,YbAuAl,0,0.253162691,MgSrSi (Pnma),30,Common non-HH Prototype,-0.06
335,LuPtSi,0,0.284998249,MgSrSi (Pnma),17,Common non-HH Prototype,0.54
1397,PrRhGa,0,0.256600787,MgSrSi (Pnma),17,Common non-HH Prototype,0.9
1712,TaRuSb,0,0,Half Heusler (F-43m),18,Half Heusler,0.98
379,TmMgIn,0,0.196731287,MoNiP (P-62m),26,Common non-HH Prototype,-0.03
844,AuSiSb,0,0.289657422,phase_separating,20,Phase Separating,-0.63
1049,DyPdSn,0,0.079652203,MgSrSi (Pnma),32,Common non-HH Prototype,0.11
431,HoCoSn,0,0.139562419,MgSrSi (Pnma),26,Common non-HH Prototype,-0.05
847,HoMgPt,0,0.127946817,MoNiP (P-62m),31,Common non-HH Prototype,0.22
1626,ScNiSi,0,0.244200067,MgSrSi (Pnma),17,Common non-HH Prototype,-0.39
438,TmRuSi,0,0.516903001,MgSrSi (Pnma),27,Common non-HH Prototype,0.29
1691,PrPdZn,0,0.191648527,MoNiP (P-62m),33,Common non-HH Prototype,-0.08
273,CeRhGa,0,0.262007198,MgSrSi (Pnma),15,Common non-HH Prototype,-0.74
1322,EuPdZn,0,0.19839519,MgSrSi (Pnma),37,Common non-HH Prototype,0.36
937,VCoAl,0,0.322702295,[MgZn2],17,Other non-HH Prototype,-0.36
286,MgCuGa,0,0.093275719,[MgZn2],22,Other non-HH Prototype,0.47
1680,CaPdSb,0,0.105798197,[HoNiGa],29,Other non-HH Prototype,-0.71
1537,MnGaGe,0,0.183520835,[Cu2Sb],14,Other non-HH Prototype,0.98
1500,HfSiSb,0,0.789994088,[UP2#UAs2],13,Other non-HH Prototype,0.43
134,HoLiGe,0,0.154546127,MoNiP (P-62m),20,Common non-HH Prototype,-0.38
988,ZrCrMo,0,0.659263401,[Laves(cub)#MgCu2],16,Other non-HH Prototype,0.54
1329,BeTaB,0,0.579845487,[AlB2],12,Other non-HH Prototype,-0.45
524,SmScSb,0,0.335442162,[None],16,Other non-HH Prototype,-0.91
1838,CoNiGe,0,0.152307173,[InNi2#Co1.75Ge],23,Other non-HH Prototype,-0.66
399,NiZnSi,0,0.123332768,phase_separating,26,Phase Separating,-0.79
1300,MoGeAs,0,0.60002017,[MoAs2],15,Other non-HH Prototype,-0.26
1803,LaZnTl,0,0.049683505,AsHgK (P63/mmc),18,Common non-HH Prototype,-0.96
412,TiRuSi,0,0.448157821,[TiFeSi],16,Other non-HH Prototype,0.5
263,ErSnGe,0,0.397925392,[ZrSi2],22,Other non-HH Prototype,0.92
426,TbAgGe,0,0.154171653,MoNiP (P-62m),26,Common non-HH Prototype,0.32
535,TiCrAs,0,0.426796191,MoNiP (P-62m),15,Common non-HH Prototype,-0.82
942,YRhIn,0,0.149802124,MoNiP (P-62m),15,Common non-HH Prototype,-0.27
65,NiPdAs,0,0.117990587,MoNiP (P-62m),31,Common non-HH Prototype,-0.18
327,HoNiSn,0,0.067973173,MgSrSi (Pnma),27,Common non-HH Prototype,0.75
632,ErRhSn,0,0.152920423,MoNiP (P-62m),27,Common non-HH Prototype,-0.62
940,ReCoB,0,0.454648916,MgSrSi (Pnma),19,Common non-HH Prototype,-0.14
139,LaPdCd,0,0.130531729,MoNiP (P-62m),31,Common non-HH Prototype,0.37
756,YbIrSi,0,0.526561163,MgSrSi (Pnma),29,Common non-HH Prototype,-0.93
389,SmNiIn,0,0.15408465,MoNiP (P-62m),21,Common non-HH Prototype,-0.51
